,Title,genres,poster_path,Score,Fantasy,Adventure,Documentary,Thriller,Drama,War,Romance,Family,Animation,Crime,Mystery,Western,TV Movie,Comedy,Science Fiction,Action,Horror,Music,History
3276,Robot & Frank,"Science Fiction,Comedy,Drama,Crime",/602vUwe1GPmaRvcrT3OQWqH1Nm1.jpg,0.2490370910718148,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1288,Reminiscence,"Mystery,Science Fiction",/17siH6wJRQ2jZiqz9BWUhy1UtZ.jpg,0.24893577253765786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1756,The Professor,"Comedy,Drama",/cypBSinhGuQaZ7VuOmGtcKMp91G.jpg,0.24879355682057147,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1134,The Map of Tiny Perfect Things,"Fantasy,Romance",/6y3ev0rJFbHA1hU22UPmmfzBjrG.jpg,0.24869258442050157,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,Disobedience,"Drama,Romance",/skPT4ffWhlmmDOMNEdxOiP6Emfz.jpg,0.2486750671395832,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2469,Bad Moms,Comedy,/9PaIkUnfOcU1wi5cFbamnmAkjEs.jpg,0.24857427014094904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2095,Can You Ever Forgive Me?,"Drama,Crime,Comedy",/hPuZR2bFoV0kuBrA98exWyvTf40.jpg,0.24802847918573637,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1251,Escape Room: Tournament of Champions,"Horror,Thriller,Mystery",/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg,0.24735947508907608,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2313,Marshall,Drama,/2KfdXsXTCbMie0wB1mSmIX60C2F.jpg,0.2471627642046804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,Life,"Horror,Science Fiction,Mystery,Thriller",/wztfli5NgYDgurVgShNflvnyA3Z.jpg,0.24690453012870917,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2930,Inherent Vice,"Drama,Mystery,Comedy",/hyan5Uc0lGpPuad94DM1pLxneiP.jpg,0.24686888654355124,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1207,Spirit Untamed,"Animation,Adventure,Family,Western",/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg,0.24677250245817778,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
367,Andhadhun,"Crime,Thriller,Comedy",/dy3K6hNvwE05siGgiLJcEiwgpdO.jpg,0.24664538304925113,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1103,The White Tiger,Drama,/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg,0.2464992614060942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,Star Wars: The Rise of Skywalker,"Adventure,Action,Science Fiction",/db32LaOibwEliAmSL2jjDF6oDdj.jpg,0.2464659984932294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1194,Those Who Wish Me Dead,"Thriller,Action",/xCEg6KowNISWvMh8GvPSxtdf9TO.jpg,0.2464268435225852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2965,Warm Bodies,"Horror,Comedy,Romance",/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,0.2464056993287876,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1392,C'mon C'mon,Drama,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,0.24635596184960631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Rio 2,"Adventure,Animation,Comedy,Family",/i5b1rX1gEFS2OEi2wApM1wLsAHX.jpg,0.24613118729477534,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1356,Halloween Kills,"Horror,Thriller",/4CclCDyQXBBgz62Qtp3CoflQE5g.jpg,0.24606607317359053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2453,The Neon Demon,"Thriller,Horror",/3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,0.24603137558880986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1967,You Were Never Really Here,"Crime,Drama,Thriller",/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg,0.24599658108284317,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2620,The Water Diviner,"War,Drama",/kIlVtC22BDNiiAiCvSZoOS7FhY9.jpg,0.24597095240139627,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,I Can Only Imagine,"Music,Drama",/veZszwMZu8d3WMU6TJX9sV5w1Y4.jpg,0.24577257390496832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
949,Honor Society,Comedy,/61CZ4JxyaI462sFfLPhtyzRg4vv.jpg,0.2454453295938076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1730,Missing Link,"Family,Animation,Comedy,Adventure,Fantasy",/gEkKHiiQRVUSX15Iwo8VFydXrtu.jpg,0.2453586786577273,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2886,The Boxtrolls,"Animation,Comedy,Family,Fantasy",/xDw2kqSDsYneL3g9OIpExPfqpHJ.jpg,0.24523918252293422,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2452,Free State of Jones,"Action,Drama,History,War",/pKhJLNHu5Aw8BgxOJ90lCmg0j0f.jpg,0.24522895226016447,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2076,Colette,"Drama,History",/z73Wer1DgObAwWnqZlOyeI33ROY.jpg,0.24520301381898182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1870,Charlie's Angels,"Action,Adventure,Comedy",/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,0.24473337481711305,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2315,Goodbye Christopher Robin,"Family,History,Drama",/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg,0.2447019865975067,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2647,Minions,"Family,Animation,Adventure,Comedy",/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg,0.24438659510987898,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3244,Seeking a Friend for the End of the World,"Comedy,Drama,Romance,Adventure",/rBbCwFLyt7Q25yaw2bEOQh7RMG1.jpg,0.24431790497849487,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018,Leave No Trace,Drama,/w69iId8e80xBpyF0r2rfZoqRwQj.jpg,0.24411196873234814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,The Magnificent Seven,"Adventure,Action,Western",/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,0.2439798494691316,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1441,The Last Full Measure,"War,Drama",/bMG8c80lyEkBXVgyHVqsdQhjgf6.jpg,0.24397413226451065,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,Mary Poppins Returns,"Fantasy,Family,Comedy",/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,0.24391023140429494,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1931,Annihilation,"Science Fiction,Horror",/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,0.2439025927536004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1152,Yes Day,"Family,Comedy",/rejrD9ovTHJbfmpLM0mbEliEPV6.jpg,0.24371021091493017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2446,Warcraft,"Action,Adventure,Fantasy",/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg,0.2437021493432388,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1300,Vacation Friends,Comedy,/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg,0.24361636419973018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1779,Ophelia,"Drama,Romance,History",/we449l0ZIgjJHDVFSrpnuYfp0i3.jpg,0.2435888181011653,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1310,Kate,Action,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,0.24347293008385373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
925,The Princess,"Action,Fantasy",/9pCoqX24a6rE981fY1O3PmhiwrB.jpg,0.24347171698141085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2674,Black Mass,"Drama,Crime,History",/zfwciv4LIJkNQsfuhYGv0Nkiweg.jpg,0.24346647334067556,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2709,Burnt,Drama,/ab4zZPuCqtDl5o71uYOAk37xGvK.jpg,0.24324895238615324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,Florence Foster Jenkins,"Comedy,Drama",/1HAdtUchzWEo0LMFHrgD2UBIBS3.jpg,0.24323889162755222,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1214,Infinite,"Science Fiction,Action,Thriller",/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg,0.2431968976838552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1258,Old,"Thriller,Mystery,Horror",/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,0.24307965492929628,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2044,The Meg,"Action,Science Fiction,Horror",/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,0.24303359323606824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
3094,The Mortal Instruments: City of Bones,"Fantasy,Action,Mystery",/fspW2P3ggzBjdIw5HpJOw8HKtQK.jpg,0.242894567194703,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
871,Crush,"Comedy,Romance",/hayr56csDzCSADaejgrRMVPHyDy.jpg,0.2428236545632658,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2049,Alpha,"Adventure,Drama",/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,0.2424715306211565,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,The Good Lie,Drama,/yAhoeIwwtPxJ7uf9HLIMHIqWFnL.jpg,0.2424427407972244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Motherless Brooklyn,"Drama,Thriller",/jjMJy5OxJHpFIaboCklDIYdcfpD.jpg,0.24235099921013106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Queen & Slim,"Drama,Romance,Crime",/qfIJOmsiBcum6EGosiy5gTF6ihk.jpg,0.2422957274480399,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2880,The Guest,"Mystery,Thriller,Action",/6zyl8uGWYjcCb8CJVMk7BZK0SfU.jpg,0.2422884299495656,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2072,Life Itself,"Drama,Romance",/pE2hxC8bPbIi9tGyhFg5xiFW6dA.jpg,0.24225476393718767,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1892,A Hidden Life,"Drama,War,History",/rdG4jfH0rxkB2FgkYmjj9V4Q31M.jpg,0.24202440437512182,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2992,Olympus Has Fallen,"Action,Thriller",/ei2qjTiDpgKGuoSEntPCSAIhuvQ.jpg,0.2419017009453432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2449,Central Intelligence,"Action,Comedy,Crime,Mystery",/7irCMBIivXAqjZ7MgZoGVLrgACR.jpg,0.24187811978544266,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1882,The Aeronauts,"Adventure,Drama,Romance",/kZHnblqmTBUBgzYBIxWIz9txsEi.jpg,0.24178004076486556,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2637,Love & Mercy,"Drama,Music,History",/4jn0hDsl6lsv4qEc7aiLlgbaIjo.jpg,0.24168339864789318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2457,The Purge: Election Year,"Action,Horror,Thriller",/dx5pKJpGbJc9xrFQ8UR1XrrqmPj.jpg,0.2415110965109034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2464,Batman: The Killing Joke,"Action,Animation,Crime,Drama",/nxncAAL1FUKtQWs4uhs5jf1MVut.jpg,0.24149321506797017,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1777,Annabelle Comes Home,"Horror,Mystery,Thriller",/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,0.2414847798102865,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1867,Honey Boy,Drama,/3BZ2rBn31kWER45ZMj7OTe9keMm.jpg,0.24147196956786932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,The Wolverine,"Action,Science Fiction,Adventure,Fantasy",/xNi8daRmN4XY8rXHd4rwLbJf1cU.jpg,0.24143712593196406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1636,The Princess Switch: Switched Again,"Family,Romance,Comedy",/e4qXQXXaVYvHBE3Rx5x3qrmxorB.jpg,0.2411280843188579,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2653,Irrational Man,"Drama,Comedy,Crime",/ipAqhEWRzEuD6aXlAWIvEEF1KUe.jpg,0.24110315682932523,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1290,Sweet Girl,"Action,Thriller,Drama",/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg,0.24098419995935827,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1675,One Night in Miami...,Drama,/1DLUb9PTDqXMSgsD7RmiJs7ZJIx.jpg,0.24082392870268884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,Money Monster,"Thriller,Drama",/DlgdAkAKirD01R1mBejhFjS6nQ.jpg,0.2408233548022766,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,Epic,"Animation,Adventure,Family,Fantasy",/81cSsWzjTfR3cJSqnTiHwy1eyPK.jpg,0.24077880708825503,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1797,Scary Stories to Tell in the Dark,"Horror,Thriller",/kNjEmQGBm9cYqTB03r6yECozQyW.jpg,0.24077858306848182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
860,Father Stu,Drama,/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg,0.24077515531729166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,Spenser Confidential,"Comedy,Action,Thriller",/fePczipv6ZzDO2uoww4vTAu2Sq3.jpg,0.24073992281973478,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2123,Mary Queen of Scots,"Drama,History",/b5RMzLAyq5QW6GtN9sIeAEMLlBI.jpg,0.2406697856737882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1821,Hustlers,"Drama,Comedy,Crime",/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,0.24059385391915356,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1985,Overboard,"Romance,Comedy",/41Rzkgo9y7n6BNGD6O8j0LVs8Yu.jpg,0.24051688500108281,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1762,Always Be My Maybe,"Romance,Comedy",/3BO6pPa7qDcpPYct061Luh9fvst.jpg,0.24047911471744765,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2243,All Eyez on Me,"Drama,Music",/zmgsaKFWbmZ1Grz4SO0PLNxilv3.jpg,0.2404710561827449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1546,Project Power,"Action,Crime,Science Fiction",/TnOeov4w0sTtV2gqICqIxVi74V.jpg,0.24045255108418825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2904,Camp X-Ray,Drama,/aqNzRiaEsfv567Ji9njJofblRBE.jpg,0.24041246703620522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,Beasts of the Southern Wild,"Drama,Fantasy",/nQJmWekGYlXhezGUb21xFfEfwhH.jpg,0.24034049741798705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,Out of the Furnace,"Thriller,Drama,Crime",/A2vPpZJKvWbl7OTTeEYcLCwhyFV.jpg,0.24030691678728486,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3213,Think Like a Man,"Comedy,Romance",/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,0.24016814605951528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3092,Kick-Ass 2,"Action,Adventure,Crime",/4LUzG0blTn6JMhUwXSmjPqNFNXL.jpg,0.24005692720209232,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1772,Shaft,"Action,Crime",/kfZqwGuvEBAysAbCsa0QLKoSYR.jpg,0.23975500778009445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2864,Let's Be Cops,Comedy,/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg,0.23969830767422345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2264,Atomic Blonde,"Action,Thriller",/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,0.2396723317201461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2120,Mowgli: Legend of the Jungle,"Adventure,Drama",/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg,0.23960097668085936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,American Animals,"Drama,Crime,Documentary",/aLbdKxgxuOPvs6CTlmzoOQ4Yg3j.jpg,0.2395108605820021,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3220,Safe,"Action,Crime,Thriller",/kOCpkoMUVae9UIf85gO71SyjLbW.jpg,0.23949699610740466,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1335,My Little Pony: A New Generation,"Animation,Family,Fantasy,Comedy,Adventure",/uvbj8puRj37Pc8FS4rIfVeReYFF.jpg,0.23946306626706892,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3303,It's Such a Beautiful Day,"Drama,Animation,Comedy",/rag52VqhbkuXsTio4dmCBBNYgIW.jpg,0.23928804627448674,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1790,The Red Sea Diving Resort,"Drama,Thriller,History",/bTgd1QQFTKdxESevtffAvIvCnz2.jpg,0.23917873669749118,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3254,Ice Age: Continental Drift,"Animation,Comedy,Adventure,Family",/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,0.23911343240840113,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1561,I'm Thinking of Ending Things,"Drama,Fantasy,Mystery,Thriller",/5ynWWapdl45hJXUh0KIevxSG9JQ.jpg,0.2391100709506622,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2618,Little Boy,"Comedy,Drama,War",/lAU9pgq3niI6sFemcKm4FGGmrnW.jpg,0.23896047224748945,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,The Rider,"Drama,Western",/cFsrA0Is5xode2INrPj1VJcQ18n.jpg,0.23859168607636877,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,Trollhunters: Rise of the Titans,"Animation,Fantasy,Family,Action,Adventure",/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,0.23852045705627833,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1784,Stuber,"Action,Comedy",/gqk7ndiGn9WUT5UDTm6KHwGTv3m.jpg,0.23834153143315454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
961,Emily the Criminal,"Crime,Drama,Thriller",/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,0.23815058850429552,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2898,Dracula Untold,"Horror,Action,Drama,Fantasy,War",/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,0.23807816779926946,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2461,The Infiltrator,"Crime,Drama,Thriller",/758F57DxVRLe38S1Je4O1Bjx2u6.jpg,0.23801920541177296,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2462,Café Society,"Comedy,Drama,Romance",/q9fohCRpQ7m8OTyi82fxa3B86te.jpg,0.23799861440767847,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2173,The Girl with All the Gifts,"Action,Horror,Science Fiction",/vdCD8z55a4RNmHQDPIpuMFqoY2B.jpg,0.2379136709460555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1425,The Tragedy of Macbeth,"Drama,War",/tDNJEhcLbX3jIk3BMCur9pCdaVD.jpg,0.23783106441059038,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,He's All That,"Comedy,Romance",/kW3AG5NHoyq52dcSbMiFB6LyHvk.jpg,0.23782569319875865,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3115,Cloudy with a Chance of Meatballs 2,"Animation,Family,Comedy",/tT2DN1tWk1zpCxqvaaNY8yP8Awn.jpg,0.23779311299821443,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2383,The Finest Hours,"Action,Drama,History,Thriller",/6UG91TJ4DKI6FGdqXZfDBeRZHX8.jpg,0.23769034332895875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2348,The Man Who Invented Christmas,"Drama,History,Comedy,Family",/qRkzRue5rTzB6PESXBJCKqROOXC.jpg,0.23767596976624739,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1268,The Green Knight,"Adventure,Drama,Fantasy",/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,0.23733236132861912,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,How to Be a Latin Lover,Comedy,/wvXCBYFDwAQSj3nrRAoBSpX2N8J.jpg,0.23728116017160977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1957,"Paul, Apostle of Christ","Drama,History",/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,0.23726026103853345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1722,The Best of Enemies,"Drama,History",/4pA9318BY7CSnXVi3xKBtPYMe1T.jpg,0.23721973871256843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3057,White House Down,"Action,Drama,Thriller",/hXLScIERphkTsMGdfKKvF4p4SPB.jpg,0.2370427756074653,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1613,Borat Subsequent Moviefilm,Comedy,/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg,0.23689068318164003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1832,Judy,"Drama,History,Music",/iqJhHjD6k6T07waELjMKDpQJUP.jpg,0.23682467294330223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1630,Freaky,"Comedy,Fantasy,Horror,Thriller",/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg,0.23646691721563118,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1267,Stillwater,"Drama,Crime,Thriller",/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg,0.23637002006801808,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2706,Scouts Guide to the Zombie Apocalypse,"Comedy,Horror",/lUKvvSnjFlazrdh6wyHxHrdMknD.jpg,0.23628954718786596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1729,Little,"Comedy,Fantasy,Romance",/4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg,0.2355658543636935,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1476,Never Rarely Sometimes Always,Drama,/7yiSyQhhjTFphhfCUcn05tCQxyG.jpg,0.23547701989525727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,Need for Speed,"Action,Crime,Drama,Thriller",/z42kyMizgDKetejusZgucSQsQ4l.jpg,0.2353913583480648,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1644,Uncle Frank,Drama,/u3yozs3oGY0ubwf4cKQKOMWqNx3.jpg,0.23532969039011017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,All the Money in the World,"Thriller,Drama,Crime,History",/q6nE9Hf0ezszjI4DbCxwzQ73MMy.jpg,0.2352539996588916,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1871,The Good Liar,Crime,/6kmxXfg3aSWrzUlEPt2L0YD4jz9.jpg,0.23522317608774487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1146,Coming 2 America,Comedy,/nWBPLkqNApY5pgrJFMiI9joSI30.jpg,0.2351479484565669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2115,Widows,"Crime,Thriller",/d31SGJSaX29ba5ZUbZcesGoDE7I.jpg,0.23512031721382018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1628,Hillbilly Elegy,Drama,/aA0D6DKIfLtXYNy94Qq2IW5NiGR.jpg,0.23502013869417906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,The Harder They Fall,Western,/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,0.23501264521759624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1253,Pig,"Drama,Thriller",/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg,0.23496269167516912,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,Black and Blue,"Action,Crime,Drama,Thriller",/1cSHEKYYP8Dpi4o1iBVd4U75FYt.jpg,0.23495497181372718,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1643,Ma Rainey's Black Bottom,"Drama,Music",/pvtyxijaBrCSbByXLcUIDDSvc40.jpg,0.2348314651703528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
