,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
55,Code Name: Tiranga,Ribhu Dasgupta,"Parineeti Chopra,Harrdy Sandhu,Sharad Kelkar",1021166.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt22099068,hi,"Tasked with capturing a wanted criminal, a fierce undercover agent wrestles with perilously high stakes when her heart is pulled into the mission.",2.243,/mAcdxgmbLvflTz9cASmsURO09N2.jpg,2022-10-14,137,Code Name: Tiranga,4.8,5
56,Ram Setu,Abhishek Sharma,"Akshay Kumar,Jacqueline Fernandez,Nushrratt Bharuccha,Satya Dev",764081.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt11783766,hi,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India’s heritage.,5.135,/d14btEr1IdwITOpwsktGLYJ8O5v.jpg,2022-10-25,149,Ram Setu,5.275,20
57,Thank God,Indra Kumar,"Ajay Devgn,Sidharth Malhotra,Rakul Preet",783723.0,"[{'id': 35, 'name': 'Comedy'}]",tt13795296,hi,"An egoistic real estate broker in huge debts, meets with an accident. As he gains consciousness, he realizes that he is in heaven. God appears before him and informs him that he must play a 'Game of Life'. If he manages to win, he will be sent back to earth; if he loses, he will be sent to hell.",5.553,/dxKtwP2Q4n3jfqMIqxoShX08UkH.jpg,2022-10-25,121,Thank God,6.9,22
58,Tara Vs Bilal,Samar Iqbal,"Harshvardhan Rane,Sonia Rathee",1033878.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt14398454,hi,Sparks fly when vivacious yet sensitive Tara collides with a reclusive charmer Bilal in this slice of life story set in vibrant and diverse London.,3.089,/nIf8Ya8gL15uO1A2VBdfIArsjct.jpg,2022-10-28,126,Tara vs Bilal,4.2,6
59,Phone Bhoot,Gurmmeet Singh,"Katrina Kaif,Ishaan Khatter,Siddhant Chaturvedi",726207.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt12740760,hi,"Two crazy, jobless, horror-film addicts Major and Gullu, under immense family pressure to find work, hit upon the idea to float a unique ghost-capturing service when they meet a spirit, Ragini, who makes their business a success but in return asks them for a favour which they are compelled to honour.",6.995,/gWfP8YrbqqznOHWbYC2mbqcV2ZR.jpg,2022-11-04,137,Phone Bhoot,5.6,14
60,Double XL,Satramm Ramani,"Sonakshi Sinha,Huma Qureshi,Zaheer Iqbal,Mahat Raghavendra",915776.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt15614274,hi,"Rajshri wants to be a sports presenter on TV but is promptly told that she is 'too healthy' for it. Saira, a fashion designer also has hit rock bottom in her life after she is cheated on by her boyfriend. A chance encounter between the two leads them to London to discover themselves and challenge the norms of who's a 'normal woman'.",1.946,/n5pOwxgBj5M67FpiFLwOxSbJiVI.jpg,2022-11-04,0,Double XL,6.0,5
61,Mili,Mathukutty Xavier,"Janhvi Kapoor,Manoj Pahwa,Sunny Kaushal",199798.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0073391,hi,"Shekhar Dayal (Amitabh Bachhan) has moved into a new neighborhood, and is unhappy with the new surroundings. He resents the noise children make while playing, as he prefers quiet and solitude. His reclusion is shattered when his neighbor, Mili, comes into his life. At first he hates the intrusion, but then grows fond, and ultimately falls in love with her. When the time comes for him to propose to this sunny, cheerful, and positive young lady, he learns that she has only a few more months to live..",1.085,/jJbqIUhScnwaFuUDcz01Z2pB0z4.jpg,1975-01-01,115,Mili,7.5,6
62,Tadka,Prakash Raj,"Nana Patekar,Shriya Saran,Ali Fazal,Taapsee Pannu",449627.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt5705876,hi,"A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too.",3.359,/7cE9ZPnIJmct8URu61j19OTASNY.jpg,2022-11-04,115,Tadka,7.3,3
63,Rocket Gang,Bosco Martis,"Aditya Seal,Nikita Dutta",1035366.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",tt21386020,hi,"Five friends take a getaway trip and stay at Wonder Villa. But, the haunted villa's supernatural powers suck them in and their only chance to survive is by dancing.",1.96,/8icRtVuWUDvBITWCeMBmRTL8chu.jpg,2022-11-11,140,Rocket Gang,6.0,1
64,Uunchai,Sooraj Barjatya,"Amitabh Bachchan,Anupam Kher,Boman Irani,Danny Denzongpa,Parineeti Chopra,Neena Gupta",1009432.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt15309708,hi,"Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation.",4.449,/wqDjg117q3M9lJ4nSQBAyL47M6N.jpg,2022-11-11,169,Uunchai,6.0,10
65,"Monica, O My Darling",Vasan Bala,"Rajkummar Rao,Huma Qureshi,Radhika Apte,Sikandar Kher",915831.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt15128068,hi,"A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be.",18.269,/xEksr0T34utTkeg0DB1Au4M0jto.jpg,2022-11-11,129,"Monica, O My Darling",7.2,42
66,Thai Massage,Mangesh Hadawale,"Gajraj Rao,Sunny Hinduja,Rajpal Yadav,Vibha Chibber",977673.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt20838498,hi,"A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms.",3.041,/rYPis1a03mHIIUXDScAKLHvEfBO.jpg,2022-11-11,120,Thai Massage,5.0,3
67,Mister Mummy,Shaad Ali,"Riteish Deshmukh,Genelia Deshmukh,Mahesh Manjrekar",934747.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt17736704,hi,"Amol, a cranky PT teacher and his wife Gugloo have opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.",3.002,/pZcDBlTEqqlp2o3Vmmwcm7Ntxoa.jpg,2022-11-18,98,Mister Mummy,5.6,8
68,Bhediya,Amar Kaushik,"Varun Dhawan,Kriti Sanon",799177.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",tt14099334,hi,"Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town.",14.201,/iZtq44ZmxBW0E3tAeLG6UdJe9aj.jpg,2022-11-25,156,Bhediya,6.7,20
69,Qala,Anvita Dutt,"Tripti Dimri,Swastika Mukherjee,Babil Khan",934419.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt14428598,hi,"Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",5.904,/4d2xoBGXMpfeQ6QgpVI4qm34bKP.jpg,2022-11-24,119,Qala,6.7,16
70,An Action Hero,Anirudh Iyer,"Ayushmann Khurrana,Jaideep Ahlawat",882826.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt15600222,hi,"At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels.",4.626,/mxaWpWRrUzl4gOmX02ctdp8VdQE.jpg,2022-12-02,128,An Action Hero,6.5,28
71,Freddy,Shashanka Ghosh,Kartik Aaryan,1041054.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt15145764,hi,"Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal.",4.87,/zzMpU0jMaN1UI02TUGvOgi6BMlt.jpg,2022-12-02,124,Freddy,7.6,16
72,India Lockdown,Madhur Bhandarkar,"Shweta Basu,Aahana Kumra,Prateik Babbar,Sai Tamhankar,Prakash Belawadi",788348.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",tt13885320,hi,The Indian government announces a country-wide lockdown for 21 days due to the pandemic. India Lockdown encapsulates the story of four out of lakhs of individuals whose lives came to a standstill.,2.416,/rR8lTcL81n5oHtxmGHMWxag0XOc.jpg,2022-12-02,113,India Lockdown,6.7,3
73,Salaam Venky,Revathi,Vishal Jethwa,881983.0,"[{'id': 18, 'name': 'Drama'}]",tt15567704,hi,"Sujata, an ideal mother, who battles the most challenging situations one can ever face with a smile.",4.267,/mAuD8aAiTK6U4xOnoqSHgZPcwbM.jpg,2022-12-09,131,Salaam Venky,7.8,5
74,Vadh,Jaspal Singh Sandhu,"Sanjay Mishra,Neena Gupta",224260.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0313743,hi,"A leading psychologist's much younger wife begins an extramarital affair with his close friend. When the doctor finds out, he plots revenge, which puts himself, his wife, his close friend and his brother in mortal danger.",1.318,/wkd1gkp8JIndTA2CNo1vJXobws4.jpg,2002-03-29,132,Vadh,8.0,6
75,Maarrich,Dhruv Lather,"Tusshar Kapoor,Naseeruddin Shah,Rahul Dev,Seerat Kapoor,Anita Hassanandani",787538.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt13878694,hi,"2 brutal murders, 6 suspects and one fearless cop - Rajiv Dixit, a sharp-witted Mumbai police officer , is on a mission to track down the unidentified killer behind these murders.",1.4,/nF951LtB1YoOm7OoN4ZhhnpUHPj.jpg,2022-12-09,126,Maarrich,10.0,1
76,Josef – Born in Grace,Susant Mishra,"Victor Banerjee,Subrat Dutta",926679.0,"[{'id': 18, 'name': 'Drama'}]",tt11237638,hi,"An adaptation of a short story ""Joseph"" written by Umakanta Mahapatra and is set in the foothills of the Himalayas between 1960 and 1980 in India. Father O'Hara (Victor Banerjee), a missionary doctor with the help of his caretaker Maularam (Sudarshan Juyal), raises an orphan baby Josef (Hitesh Bisht). While still a young boy, Josef is sent to Dehradun, Uttarakhand, for his studies and vocational training. Josef (Subrat Dutta) returns back with a reputation as a great cook as well as his love for alcohol. The film explores in its unfolding of time, the different paths that Father O'Hara, Josef, and Maularam take in their respective journeys for spiritual fulfillment through memories, duty, and search as well as the their interaction with friends and acquaintances. Through static mis-en-scenes, the narrative of the film reflects the all-encompassing nature of time, pre-empting and repeating itself in allegorical hues.",0.6,/otpXo5gLKzlYad3CAQWfd5HK9DF.jpg,2019-11-07,100,Josef - Born in Grace,0.0,0
77,Blurr,Ajay Bahl,"Taapsee Pannu,Gulshan Devaiah",850837.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt15048614,hi,"With progressive blindness setting in, Gayatri has to find answers to her twin sister's unlikely death. As the lines of reality keep getting blurred, is she ready to look the truth in the eye?",1.825,/8kzawtUzZIhfMrIsFTDOK7phR6v.jpg,2022-12-09,126,Blurr,4.0,5
78,Govinda Naam Mera,Shashank Khaitan,"Vicky Kaushal,Kiara Advani,Bhumi Pednekar",663457.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt16077702,hi,"An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder.",4.628,/iXRQOfAJMHaGyKJTZz0jq6ZyJOr.jpg,2022-12-16,131,Govinda Naam Mera,5.4,9
79,Ajay Wardhan,Pragati Agarwal,"Ruslaan Mumtaz,Arjumman Mughal",1035511.0,[],tt21979516,hi,"The biographical drama is based on Dr Ajay Aryan becoming a famed dental surgeon in Chandigarh, and follows the lead’s rise from being an impoverished goat herder in Haryana to achieving his goals. Meanwhile, his love story, break-up and reuniting with the love of his life also form an integral part of the tale.",1.4,/nhT4brSYesZf1D1vrkIZIsQ36kj.jpg,2022-12-16,122,Ajay Wardhan,0.0,0
80,Cirkus,Rohit Shetty,"Ranveer Singh,Pooja Hegde,Jacqueline Fernandez,Varun Sharma",755045.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt11112808,hi,"Two sets of identical twins are accidentally separated at birth. Several years later, when they are coincidentally in the same town, there is a lot of confusion and misunderstanding when people mistake them for each other.",5.856,/zdGDjOHe50tSbzW04RMVlbscFoC.jpg,2022-12-23,140,Cirkus,5.2,6
81,Nail Polish,Bugs Bhargava Krishna,"Arjun Rampal,Manav Kaul,Anand Tiwari,Samreen Kaur",774098.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt13143988,hi,"A high profile defence lawyer is promised a Rajya Sabha seat if he wins a case of an accused with charges of killing two migrant children. However, there's much more than what meets the eye in this courtroom drama that explores the uncertainty of human mind and the journey of criminal discovery.",2.107,/iXiF4G6uwPr4CC1dl7wGYmmXMTv.jpg,2021-01-01,128,Nail Polish,6.4,11
82,Ramprasad Ki Tehrvi,Seema Pahwa,"Naseeruddin Shah,Vinay Pathak,Vikrant Massey,Konkona Sen,Vineet Kumar,Manoj Pahwa,Parambrata Chattopadhyay,Supriya Pathak,Deepika Amin,Ninad Kamat",643807.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt10196464,hi,"Ramprasad's entire family gathers under one roof for 13 days after his death, to perform and observe the Hindu traditions and rituals called the tehrvi. During the course, the family’s dynamics, politics, and insecurities come out, and then they realise that the importance of people and things are only evident in retrospect.",2.395,/foD9NR46mToBj08POJ3ug41gBuI.jpg,2019-10-18,106,Ramprasad Ki Tehrvi,6.0,15
83,Kaagaz,Satish Kaushik,"Pankaj Tripathi,Monal Gajjar,Amar Upadhyay,Tina Ahuja,Lankesh Bhardwaj",53767.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0052954,hi,"The film tells, in flashback, the story of Suresh Sinha, a famous film director and his relationship with an aspiring actress.",2.682,/gfAkNyJZ4x9QvA19oFgzRZsZvY.jpg,1959-02-01,148,Kaagaz Ke Phool,6.8,29
84,12 'O' Clock,Ram Gopal Varma,"Mithun Chakraborty,Makarand Deshpande,Flora Saini,Manav Kaul,Krishna Gautam",732621.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt10040978,hi,"Aahuti a metaphysics student from Delhi, shifts to Mumbai to be close to her fiancee, what happens next when she discovers the apartment she lives in is haunted.",2.744,/3Gg1gH3Nmme7WhTCb3XEE6BTK4E.jpg,2021-01-08,105,12 “o” CLOCK,3.0,1
85,The Power,Mahesh Manjrekar,"Vidyut Jammwal,Shruti Haasan,Mahesh Manjrekar,Zakir Hussain,Sachin Khedekar,Jisshu Sengupta,Prateik Babbar,Yuvika Chaudhary",161179.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0331639,hi,A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.,5.601,/3nn3XFCa0FreqSG7GfDK5bDUH12.jpg,2002-09-20,185,Shakti: The Power,6.2,12
86,Tribhanga,Renuka Shahane,"Tanvi Azmi,Mithila Palkar,Kunaal Roy,Vaibhav Tatwawaadi,Manav Gohil,Kanwaljit Singh",744991.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt11102314,hi,"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.",4.576,/lbGINHbqJ7zYcIpsoIaEEASNrBM.jpg,2021-01-15,95,Tribhanga,7.1,26
87,Jamun,Gaurav Mehra,"Raghubir Yadav,Shweta Basu,Sunny Hinduja,Saurabh Goyal,Krishna Singh,Bijou Thaangjam,Susheel Parashar",788122.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt10755608,hi,"A father trying to find a groom for his daughter who is squinted. In this process, he is diagnosed with Parkinson s disease. Watch Jamun to find out if he gets his daughter married.",0.671,/vLNR7klRVFcT4IDAHpVKgXc6GfT.jpg,2021-01-21,92,Jamun,7.0,2
88,Madam Chief Minister,Subhash Kapoor,"Richa Chadda,Manav Kaul,Akshay Oberoi,Saurabh Shukla",782848.0,"[{'id': 18, 'name': 'Drama'}]",tt13773882,hi,A political-drama where a young woman from a small village rises to power into the world of politics by breaking barriers of caste and patriarchy and overcomes the obstacles placed by her opponents to become the chief minister and work for the upliftment of backward classes.,3.6,/jk8KZ4SqFR9Uz48m1KAEzc41vlX.jpg,2021-01-22,123,Madam Chief Minister,5.8,9
89,Machaan,Nitesh Tiwari,"Pawan Waval,Richa Kalra,Prateek Goyal,Shubham Srivastav,Mahmood Hashmi,Prem Sagar,Mishti Singh",788603.0,"[{'id': 18, 'name': 'Drama'}]",tt12724920,hi,"Bhola, a good Samaritan from a small town of Sabalpur, is diagnosed with AIDS. A village man Madhav who is jealous of Bhola's reputation spreads the rumour that AIDS is a deadly contagious disease that happens to immoral people. That propels the villagers to desert Bhola. When Bhola attempts to meet his family, Madhav leads a group of fire-breathing villagers to drive him away from their village, which results in terrifying consequences. Will the villagers ever open their eyes to the truth or will they wallow in their obnoxious blind beliefs?",0.6,/aR3wSwvkBmpLg853xJPjdUiLaDV.jpg,2021-01-22,124,Machaan,8.5,2
90,Main Mulayam Singh Yadav,Suvendu Raj Ghosh,"Amyth Sethi,Sana Amin,Govind Namdeo",796617.0,[],tt12084320,hi,"""ZINDA KAUMEIN PAANCH SAAL TAK INTEZAAR NAHIN KARTI"" This quote by one of his guru Dr. Ram Manohar Lohia became his Mantra as he flourished and became one of the most successful Political ..",0.6,/iFm7hASVbwSaoixzoaBqnVVQJvz.jpg,2021-02-09,148,Main Mulayam Singh Yadav,0.0,0
91,Lahore Confidential,Kunal Kohli,"Richa Chadha,Karishma Tanna,Arunoday Singh",764336.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",tt13199556,hi,"The story revolves around a humble, divorced Indian woman named Ananya and amidst her mundane-routine life, she finds herself on a secret intelligence duty in Pakistan. But her love for Urdu literature will have her falling in love that will eventually put them in a tug of war with each other.",1.058,/n9RE7wiM94E1f0GWr2OCjnYfBuJ.jpg,2021-02-04,108,Lahore Confidential,6.0,2
