,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
462,Wedding Anniversary,Shekhar S Jha,"Nana Patekar, Mahie Gill, Priyanshu Chatterjee, Shruti Marathe",444869.0,"[{'id': 18, 'name': 'Drama'}]",tt6499258,hi,Kahani met her Prince Charming Nirbhay in Goa for the first time and fell in love. So far their journey together has been excellent and today is their first wedding anniversary.,0.883,/pt89sa2AvfVwHRwxCnRhmKp4ZI6.jpg,2017-02-24,108,Wedding Anniversary,3.0,1
463,Mona Darling,Shashi Sudigala,"Anshuman Jha, Divya Menon, Suzanna Mukherjee, Sanjay Suri",468513.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt6094992,hi,"A contemporary who-dunnit, with a splash of supernatural, set in a college campus somewhere in India (a la Indian Institute Of Technology) where a few mysterious deaths occur and the only common link between the victims is that, seconds before their deaths, they all accepted a 'facebook friend request' from a certain profile page of Mona_Darling. The person behind the said page, Mona happens to be missing. Her friend, and a fellow student, Sarah recruits the help of a classmate, Wiki - a borderline sociopathic genius. This odd-couple of amateur sleuths carry on their investigation as the story leads them into unexpected corners and terrifying revelations. It's a pacy thriller, confined to limited locations on one single campus, populated by fresh, sexy, young characters that can be executed on a fairly shoestring budget. More importantly it captures the present zeitgeist of young India and its obsession with social networking.",1.027,/f7NhXgX6PbbRs3wExlop8p5VpIM.jpg,2017-02-24,103,Mona Darling,4.0,2
464,Commando 2,Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta",444713.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt5954088,hi,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",11.426,/9RZfZxIqyom7XVtXlHKnlNezZua.jpg,2017-03-02,123,Commando 2 -  The Black Money Trail,6.0,32
465,Jeena Isi Ka Naam Hai,Keshhav Panneriy,"Arbaaz Khan, Ashutosh Rana, Himansh Kohli",444940.0,"[{'id': 18, 'name': 'Drama'}]",tt5756052,hi,"The film presents the naïve vulnerability of human life, the sincere saga of love and pain, and the glimpse of human emotions in raw form. So much of human nature is captured within the frames of the film, yet it takes you to the various land giving a realistic view of existence - the story traversing from a small town of Rajasthan, moving to the city of dreams - Mumbai and then goes on to the city that never sleeps - New York, ride us through interesting characters, each one with a diverse and unique character adding slice of life.",1.928,/mzJbJk3Me640Q4q1nmncs33XlWT.jpg,2017-03-03,173,Jeena Isi Ka Naam Hai,2.0,1
466,Badrinath Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sahil Vaid, Rituraj Singh",413646.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt6277440,hi,Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role,8.626,/e1tV7gYSF5iw8NPR78sUHNb3YLU.jpg,2017-03-10,139,Badrinath Ki Dulhania,6.3,113
467,Aa Gaya Hero,Dipankar Senapati,"Govinda, Ashutosh Rana, Murali Sharma",447823.0,"[{'id': 28, 'name': 'Action'}]",tt5896934,hi,"An Ideal fearless cop becomes a nightmare for law breakers.The film revolves around a fearless cop, ACP Ravindra Varma (Govinda) who lays down a unique plan to nab the local goons by putting up a play act. He calls his technique, Abhinay Chakra. Through the film, we see him con goons and corrupt politicians into accepting their crimes by indulging them in fake situations.",1.065,/obTfZA4l7PWoncuqshGBuT9s2jT.jpg,2017-03-17,125,Aa Gaya Hero,5.9,6
468,Trapped,Vikramaditya Motwane,"Rajkummar Rao, Geetanjali Thapa, Khushboo Upadhyay",431892.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt6206564,hi,"A man gets stuck in an empty high rise without food, water or electricity.",7.064,/bkavKb2CIIJJqOx6Ta1QwBwUKqu.jpg,2017-03-17,105,Trapped,6.8,101
469,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Panditt, Adil Hussain",423194.0,[],tt5046500,hi,"In 1991, the Government of India opened up the economy and unleashed the forces of globalization, forever changing the landscape of the country. A dozen years later, India was celebrating its emergence as a global economic super power. Set in 2004, in the midst of a nationwide 'India Shining' campaign, the film Mantra tells the intimate story of a family and its travails, and through it, the story of the New India. The protagonist of the film is Kapil Kapoor, the founder of an iconic Indian snack brand in the 'License Raj' old India. But today - in 2004 - he is fighting a losing battle against a multinational that has taken over the market. But it is not just his company that Kapil is desperately trying to save; it is also his own wife and children who are battling their own crises.",0.715,/552chXwVyisoq0xguegBAl0ZK4J.jpg,2017-03-17,0,Mantra,7.3,3
470,Machine,Abbas–Mustan,"Mustafa Burmawalla, Kiara Advani",449510.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt5785200,hi,"Machine depicts the story of racing enthusiasts , who meet each other under mysterious circumstances. As their bond becomes stronger, they eventually fall in love. However, new things begin to unfold, which change their lives forever",0.817,/vx1v3WaM2atLBbqJfmm3fVIFokP.jpg,2017-03-17,148,Machine,4.2,6
471,Phillauri,Anshai Lal,"Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada",413421.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt5502766,hi,A man is forced to marry a tree to ward off ill-luck that surrounds his love-life which turns into a nightmare when the tree is embodied by a spirit with an unfinished business.,3.532,/wEls8ZZs5lm9rzQnXZJKqYgygVK.jpg,2017-03-24,138,Phillauri,6.3,28
472,Bhanwarey,Shaurya Singh,"Shaurya Singh, Karan Thakur, Jashan Singh & Priyanka Shukla",496351.0,"[{'id': 35, 'name': 'Comedy'}]",tt6611040,hi,"Set in the late 90s in Delhi, Bhanwarey revolves around three friends and how they accidentally get involved in wrongdoings while trying to cure their sexual problem of premature ejaculation and to solve them and eventually get trapped between the law and a couple of gangster groups.",0.6,/wAtHyXSSOamRI8StYcYZn6Uinuh.jpg,2017-03-24,120,Bhanwarey,0.0,0
473,Anaarkali of Aarah,Avinash Das,Swara Bhaskar,449361.0,"[{'id': 18, 'name': 'Drama'}]",tt6058394,hi,"Hailing from Aarah in Bihar, Anarkali is an item girl, famous for her vocals, suggestive dance moves and innuendo laden lyrics. She enjoys her stardom and revels in the lusty glances. The singer acknowledges that she is no saint and even makes peace with the hatred she evokes among civilised society but what she refuses to tolerate is being exploited in public by an influential politician.",1.561,/nRK1wUXVtiSHNPDRuLPgsQJcteT.jpg,2017-03-24,113,Anaarkali of Aarah,6.7,10
474,Naam Shabana,Shivam Nair,"Taapsee Pannu, Prithviraj Sukumaran & Akshay Kumar",441071.0,"[{'id': 53, 'name': 'Thriller'}]",tt6170954,hi,Shabana Khan is the special agent who is entrusted the task of assassinating a deadly arms dealer by the Indian Intelligence Agencies.,5.099,/xFHeFrOYzsHgAiZeGAjwJmDMen6.jpg,2017-03-31,147,Naam Shabana,5.9,41
475,Laali Ki Shaadi Mein Laaddoo Deewana,Manish Harishankar,"Vivaan Shah, Akshara Haasan, Gurmeet Choudhary & Kavita Verma",451316.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt5289170,hi,Laali and Ladoo get trapped in a royal wedding that takes place in Vadodara.,1.96,/i7hh87xgYhhPsNHhY2FalW02osB.jpg,2017-04-07,130,Laali Ki Shaadi Mein Laaddoo Deewana,0.0,0
476,Mirza Juuliet,Rajesh Ram Singh,"Darshan Kumar, Pia Bajpai & Chandan Roy Sanyal",452334.0,"[{'id': 18, 'name': 'Drama'}]",tt6016672,hi,"The world is full of fascination and obsessions. Different people have different desires and goals in life. For some its power, for some its money, for some its someone and for some its plain crazy love.The real question is that to what level can one rise or fall for his/her dream or aspirations. Mirza Juuliet is the story of such strong emotions like love, hatred, lust, trust, friendship, deceit, manipulation and above all a mixed confusion of all these emotions.",0.687,/wHP2cmL9qr8sLIro9EdOI7qNmSE.jpg,2017-04-07,130,Mirza Juuliet,5.0,3
477,Mukti Bhawan,Shubhashish Bhutiani,"Adil Hussain, Lalit Behl & Navnindra Behl",413727.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt5997928,hi,"An ominous dream convinces 77-year-old Dayanand Kumar that his end could be near. He takes the news to his son Rajiv, knowing he wants to breathe his last in the holy city of Varanasi and end the cycle of rebirth, by attaining salvation. Being the dutiful son he is, Rajiv is left with no choice but to drop everything and make the journey with his stubborn father. Daya and Rajiv check into Mukti Bhawan (Hotel Salvation) in Varanasi, a guesthouse devoted to people who want to die there. But as the days go by, Rajiv struggles to juggle his responsibilities back home, while Daya starts to bloom in the hotel. Rajiv gives his father a shot at salvation but as family bonds are tested, he finds himself torn, and not knowing what he must do to keep his life together.",2.566,/4KU7HqRPbl4ZTELz2uRDQYCLSOq.jpg,2016-09-02,103,Hotel Salvation,6.8,28
478,Saanjh,Ajay Saklani,"Aditi Charak, Vishal Parpagga & Rupeshwari Sharma",842335.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",tt5008256,hi,"Saanjh marks the debut of Producer and Director, Ajay K Saklani, who, through this movie attempts to bring to the fore the lesser known Himachali language and tries to revive the almost forgotten Tankri Script. Saanjh is the first feature film to have been made and released in the Western Himalayan/ Pahari language. The serenity of village life amidst the Himalayas reaches the peak of sublimity as the visual tour is accompanied by some of the most melodious songs rendered by Mohit Chauhan and Pavithra Chari which strike the heart strings of even those who are unfamiliar with the Pahari dialect. The movie provides a perfect audio-visual setting for a beautiful confluence of the emotional journeys of a daughter, a mother and an orphaned boy as the sun sets on their lives and dusk sets in. Saanjh was the first film in Himachali dialect to be released in cinema halls across India.",0.6,/nvvg2mnpZ0ijguv2yUg1gvi21Jv.jpg,2017-04-14,109,Saanjh,10.0,1
479,Begum Jaan,Srijit Mukherji,"Vidya Balan, Ila Arun, Gauahar Khan, Sumit Nijhawan & Chunky Pandey",413548.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt5785116,hi,"On the eve of Independence, the chairman of the Border Commission, Sir Cyril Radcliffe decides to divide India and Pakistan into equitable halves. What the administration doesn’t account for is the line running through the middle of Begum Jaan’s brothel situated plonk on the border; with one half falling in India and the other in Pakistan.",1.858,/spjYSwKazSQEkeMywBZIpnzilQp.jpg,2017-04-14,128,Begum Jaan,6.0,21
480,Noor,Sunhil Sippy,"Sonakshi Sinha, Purab Kohli & Manish Chaudhary",411625.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",tt5775220,hi,"The jumbled up, crazy and happening life of journalist Noor takes a dramatic turn when she comes across a news breaking cover story",3.2,/guyCaip5KScqgtMQsDH9Ac3spmn.jpg,2017-04-21,116,Noor,4.5,19
481,Maatr,Ashtar Sayed,Raveena Tandon,455332.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt5543746,hi,"Shattered by the brutal murder of her daughter, A distraught mother takes justice into her own hands and seeks vengeance by fighting the system.",1.4,/qG8vB2UmMa8HIr2eTihw8fRJDna.jpg,2017-04-21,112,Maatr,6.5,2
482,Mantostaan,Rahat Kazmi,"Raghubir Yadav, Virendra Saxena & Sonal Sehgal",488353.0,[],tt5569160,hi,"Based on the four most controversial short stories of the legendary Urdu writer Saadat Hassan Manto, Mantostaan sheds light on the inhumane side of mankind. Set during the Indo-Pakistan partition in 1947, the movie highlights the retributive genocide between the religions, killing as many as 20,00,000 people and displacing over 14 million people.",0.6,/g5dmUZII7nQXomTQGzniMsIZifZ.jpg,2017-05-05,92,Mantostaan,6.0,2
483,Meri Pyaari Bindu,Akshay Roy,Ayushmann Khurrana & Parineeti Chopra,455470.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt5472374,hi,Abhimanyu Roy is stuck with writer's block until he decides to re-live the memories of his childhood sweetheart Bindu who aspires to be a successful singer and struggles to give Abhi the one thing he craves - stability.,3.784,/hKZZiiHuHFopzJwl0JYttRWEzKD.jpg,2017-05-11,119,Meri Pyaari Bindu,6.1,34
484,Sarkar 3,Ram Gopal Varma,"Amitabh Bachchan, Jackie Shroff, Amit Sadh & Yami Gautam",441868.0,"[{'id': 80, 'name': 'Crime'}]",tt5742874,hi,"Subhash Nagre or Sarkar, the patriarch of the most powerful family of Maharashtra, continues to hold centre-stage because of his immense clout with the masses. In this outing, the Godfather is joined by his grandson Shivaji Nagre who loves and hates his grandfather with equal intensity. Will Shivaji betray Subhash? Or will he become a prey to his grandfather’s machinations?",4.259,/sJClGqN8zzjOkNmaWk5OmoEp5Zt.jpg,2017-05-11,132,Sarkar 3,5.5,15
485,Half Girlfriend,Mohit Suri,Arjun Kapoor & Shraddha Kapoor,413884.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt5474042,hi,"A boy meets a girl named Riya and falls in love. After struggling to convince her to be his girlfriend, she half-heartedly agrees to be his `half-girlfriend'.",6.149,/jvacZc9CVkjCA25ds4UqnOWbSpV.jpg,2017-05-18,135,Half Girlfriend,6.5,69
486,Jattu Engineer,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Sukhottam Insan",460348.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt6642396,hi,"A teacher works hard to better a village that has poverty, unemployment, and a drug problem.",0.6,/rLgQVuTo5GXf3KfO63Ahnc9QqMy.jpg,2017-06-29,0,Jattu Engineer,6.0,1
487,Hindi Medium,Saket Chaudhary,Irrfan Khan & Saba Qamar,456570.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt5764096,hi,"Mita and Raj Batra, an affluent couple from Delhi’s Chandni Chowk, are grappling with getting their daughter admission into an English medium school. But there is one big problem. Their zubaan is Hindi, and the elitist snobs won’t let the Hindi speaking hoi-polloi fit in.",8.053,/2v0nQd3kYBV0iPNCVHiaLWGb1hg.jpg,2017-05-19,132,Hindi Medium,7.3,144
488,Sachin: A Billion Dreams,James Erskine,Sachin Tendulkar,401552.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",tt4640206,hi,Sachin Tendulkar plays himself in this sports-docudrama that traces the life and times of one of the world’s biggest cricket phenomenas.​,2.008,/ysOy2g2NcDRszOM8YF14aru82fy.jpg,2017-05-26,139,Sachin: A Billion Dreams,7.4,23
489,Thodi Thodi Si Manmaaniyan,Aditya Sarpotdar,"Arsh Sehrawat, Shrenu Parikh, Shilpa Tulaskar & Mukesh Tiwari",457260.0,"[{'id': 10749, 'name': 'Romance'}]",tt4695016,hi,"Siddharth, a young boy is brought up by his single mother with dreams of settling abroad. Being a part of a rock band ""Antriksha""; Siddharth participates in a contest which changes his life completely. Not only that, he meets Neha - a folk singer and a social activist and gets smitten by her ideologies. In the midst of all this, he comes face to face with his father's death. Will Siddharth be able to come across the truth? Will he realize his passion, discover himself or will his mother convince him to let go off his past?",0.645,/x9IAgpt24oC78nBAKaGLTMdv8Eg.jpg,2017-05-12,0,Thodi Thodi Si Manmaaniyan,0.0,0
490,A Death in the Gunj,Konkona Sen Sharma,"Vikrant Massey, Ranvir Shorey, Kalki Koechlin, Tillotama Shome, Gulshan Devaiah, Tanuja, Om Puri, Jim Sarbh, Arya Mitra Sharma",408624.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt5918074,hi,A sensitive university student unraveling while on a week-long vacation with a crowd of cocksure relatives and family friends.,3.123,/vXSnbVgCJpsa3xQV93ol94eiXV0.jpg,2017-06-02,110,A Death in the Gunj,7.0,43
491,Hanuman: Da' Damdaar,Ruchi Narain,"Salman Khan, Raveena Tandon & Kunal Khemu",460122.0,"[{'id': 16, 'name': 'Animation'}]",tt6941654,hi,"Anjani has not forgotten how her son almost lost his life. Now to protect him, she shelters him in abid to keep him from harming himself again. She doesn't even allow him to go out of the house. When his father Senapati Kesari returns from war, he is upset to find that his brave son has become a scared little boy. Maruti feels bad that his father isn't proud of him, and prays to God to make him the bravest kid in the world.  God answers his prayers and leads Maruti into a series of jungle adventures. His experiences and new friends lead him to metamorphose from a Bhola-Bhala Bajrangi to HANUMAN DA DAMDAAR!",1.021,/y8yZaoDqjJRXmeNfZJHU27Urvsl.jpg,2017-06-02,104,Hanuman Da Damdaar,7.3,3
492,Sweetiee Weds NRI,Hasnain Hyderabadwala,"Himansh Kohli, Zoya Afroz & Darshan Jariwala",454952.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt5544662,hi,"Sweetiee Weds NRI is a Bollywood comedy movie, directed by Hasnain Hyderabadawala and Written by Creative Director Tariq Mohammad. The movie stars Himansh Kohli, Zoya Afroz, Darshan Jariwalla and Kiran Joneja in lead roles.",2.719,/gr6hQ8pG0EA5duWRGiLjKQqxk0Z.jpg,2017-06-02,117,Sweetiee Weds NRI,3.5,2
493,Dobaara: See Your Evil,Prawaal Raman,Huma Qureshi & Saqib Saleem,458032.0,"[{'id': 27, 'name': 'Horror'}]",tt4552486,hi,An official adaptation of the cult horror film Oculus. The film revolves around a haunted mirror. It shows the emotional journey of siblings Natasha Merchant played by Huma Qureshi and Kabeer Merchant played by Saqib Saleem dealing with the death of their parents.,2.738,/wKixVqrmCURMLZnJnMQOpzE324a.jpg,2017-05-19,106,Dobaara: See Your Evil,4.7,3
494,Flat 211,Sunil Sanjan,Jayesh Raj & Sonal Singh,392532.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt4493550,hi,"Flat 211 is Latest Bollywood Crime Mystery Thriller Film directed By Sunil Sanjan,The star cast of the Film Jayesh Raj, Samonica Shrivastava, Digvijay Singh",0.847,/joWrpC5KuoKEiSsxgzeg7zMuSZ3.jpg,2017-06-02,0,Flat 211,0.0,0
495,Dear Maya,Sunaina Bhatnagar,Manisha Koirala,456558.0,"[{'id': 18, 'name': 'Drama'}]",tt6033536,hi,"Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing,",0.76,/4VIhPemMW8ZJOTOWpjGTQh8FXfI.jpg,2017-06-02,0,Dear Maya,6.5,20
496,Raabta,Dinesh Vijan,"Sushant Singh Rajput, Kriti Sanon & Jim Sarbh",456562.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt5542802,hi,"An inseparable couple Saira and Shiva find themselves in a complicated situation when a stranger claims to be her reincarnated lover from their previous lifetime, hellbent on destroying their relationship and winning her back.",4.116,/ovdpOhdgYqhDmy3uYGhNN16CKzQ.jpg,2017-06-08,147,Raabta,6.1,49
497,Behen Hogi Teri,Ajay K Pannalal,Rajkummar Rao & Shruti Haasan,454769.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt6537508,hi,"Owing to the condition that the girls of the neighborhood should be treated like one's own sister, Gattu works to capture Binny's heart and the approval of his community.",4.948,/2zdhiVMVrHFu5J2LarF5bHhSabM.jpg,2017-06-02,128,Behen Hogi Teri,6.2,67
498,Love You Family,Sachindra Sharma,"Salman Yusuff Khan, Aksha Pardasany & Shakti Kapoor",718945.0,"[{'id': 18, 'name': 'Drama'}]",tt8076962,hi,"The Devani family's happiness comes crashing down when their young daughter, Khushi, marries her dance instructor, Raj, without their approval. Soon, Khushi begins to realize Raj's true colors.",0.627,/aMaWGiJwJrPBHiDlYEWJ8uNPTZ3.jpg,2017-06-09,132,Love You Family,5.0,1
499,G Kutta Se,Rahul Dahiya,Rajbeer Singh & Neha Chauhan,462063.0,"[{'id': 18, 'name': 'Drama'}]",tt4307132,hi,"In a small village not too far from Delhi, three lives explode around taboos of love and lust. Diksha, still just a girl, is caught unguarded on camera, besmirching the ""honor"" of her parents. Kiran, in love with the wrong boy, becomes the target of another man's lustful vengeance, ""dishonoring"" her family. And Virender, a young man cruising the streets at will, enjoys all the acts society forbids women, protecting or destroying their ""honor"" as he wills. Set in the badlands of Haryana, known for high rates of female feticide, G explores the murky world of sexual transgression and honor killings in India.",1.399,/9iajADmggNUQYW9TxM559r320yR.jpg,2017-06-16,103,G Kutta Se,5.5,1
500,Bank Chor,Bumpy,"Riteish Deshmukh, Vivek Oberoi & Rhea Chakraborty",456756.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt3611266,hi,"A comic-caper, that tells the story of 3 morons trying to rob a bank who pick the worst day possible when everything that can go wrong, goes wrong and how they're inadvertently caught in the crossfire.",4.257,/tKrtqEs1gffyZNlHW9WduRRjKGA.jpg,2017-06-16,129,Bank Chor,5.1,18
501,Tubelight,Kabir Khan,"Salman Khan, Sohail Khan & Zhu Zhu",441881.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt5882970,hi,"Laxman Singh Bisht is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",5.508,/hy7Ka19Vx2TwXA6OWZSe4XuMDlK.jpg,2017-06-22,136,Tubelight,5.6,70
502,Ek Haseena Thi Ek Deewana Tha,Suneel Darshan,"Shiv Darshan, Natasha Fernandez & Upen Patel",463608.0,"[{'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",tt6349528,hi,"Natasha and her fiance, Sunny visit her ancestral property where she meets Devdhar, a man who she forms a passionate connection with.",0.887,/gzuhGKOHmXwzNHNvVWZPpgO1cWF.jpg,2017-06-30,150,Ek Haseena Thi Ek Deewana Tha,5.0,1
503,Guest iin London,Ashwni Dhir,"Kartik Aaryan, Kriti Kharbanda, Paresh Rawal & Tanvi Azmi",464599.0,"[{'id': 35, 'name': 'Comedy'}]",tt6173826,hi,"A young couple in London struggle to live with their estranged aunt and uncle, who overstay their welcome.",1.447,/tB83piOP5YueVMTdFxhbqX1FMsi.jpg,2017-07-07,132,Guest iin London,5.7,22
504,Jagga Jasoos,Anurag Basu,Ranbir Kapoor & Katrina Kaif,401285.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",tt4129428,hi,A gifted teenage detective searches for his missing father with his ladylove assistant.,6.831,/qXZCEyFkNe5cm7xfkUDvV41Xnfh.jpg,2017-07-14,180,Jagga Jasoos,6.1,81
505,Shab,Onir,"Raveena Tandon, Sanjay Suri, Ashish Bisht, Arpita Pal, Simon Frenay, Raj Suri, Gaurav Nanda",465954.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt4287778,hi,"Shab is a story that revolves around multiple characters' search for happiness and love in a complex, unforgiving, and cold city.",0.84,/wtVBLhuDQcHsDGAkkf8rD81H91M.jpg,2017-07-14,109,Night,7.5,2
506,Lipstick Under My Burkha,Alankrita Shrivastava,"Konkona Sen Sharma, Ratna Pathak Shah & Aahana Kumra",418235.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt4807830,hi,"Four ordinary women, inflicted by silly societal norms, have to steal, lie, cheat and hide in order to lead the lives that they rightfully deserve.",5.653,/watd7f9icZYuXd7ODenxw0tMAhE.jpg,2017-07-21,116,Lipstick Under My Burkha,6.9,93
507,Munna Michael,Sabbir Khan,"Tiger Shroff, Nawazuddin Siddiqui & Nidhi Agerwal",460508.0,"[{'id': 10402, 'name': 'Music'}, {'id': 28, 'name': 'Action'}]",tt6117702,hi,"An expert dancer Munna who idolizes the king of pop, reluctantly tutors a gangster until their developing bond gets disrupted by their common romantic interest towards the same woman.",3.256,/p1tdHXmGGLc8o8kTImZi5iPXcu3.jpg,2017-07-20,139,Munna Michael,6.3,38
508,Indu Sarkar,Madhur Bhandarkar,"Anupam Kher, Neil Nitin Mukesh, Kirti Kulhari, Tota Roy Chowdhury, Supriya Vinod, Sheeba Chaddha, Parvin Dabas",460530.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt6620324,hi,"Indu’s husband, a government employee, believes in using the state of Emergency to advance his career, but a moral and ideological discrepancy sets her on a own path.",2.024,/Ab16wt7zLEYzMOvMa4L7DepXVE5.jpg,2017-07-28,139,Indu Sarkar,5.8,5
509,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Neha Sharma & Athiya Shetty",463063.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt6272828,hi,"Singleton Kartar Singh is left with the responsibility of raising his two orphaned nephews. He asks his brother in Punjab to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.",3.237,/cSqLPtE4fkn2wrpxlw5xXraHDNH.jpg,2017-07-28,156,Mubarakan,6.4,40
510,Gurgaon,Shanker Raman,"Akshay Oberoi, Ragini Khanna, Pankaj Tripathi, Aamir Bashir, Shalini Vatsa, Srinivas Sunderrajan",432140.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt4699202,hi,"A real estate baron Kehri Singh manages 'Preet Real Estate' which he runs in his daughter's name whom he consider's to be his lucky mascot. A sidelined and insulted Nikki Singh is ignored by his father and is considered to be insolent, useless and unlucky. In order to pay off a huge debt to a local criminal, Nikki sets off a chilling event that forces his father to revisit his dark past and confront a brutal truth.",2.568,/4JI2ghMz3tP5bC96rxpQUluMvfg.jpg,2017-08-04,107,Gurgaon,4.9,17
511,Jab Harry Met Sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Evelyn Sharma & Chandan Roy Sanyal",441906.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt5997666,hi,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.",7.89,/rWX9ZPcKH6qId169zm8GdFlRTdy.jpg,2017-08-04,144,Jab Harry Met Sejal,6.5,163
512,Toilet: Ek Prem Katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Anupam Kher, Sana Khan",441875.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt5785170,hi,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",10.197,/8YUBka56t4HcHLVMGnGA1WizpMV.jpg,2017-08-11,155,Toilet: A Love Story,6.9,169
